cbsa,metro_name,yr,qtr,index_nsa,index_sa
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2010,2,238.31,237.78
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2010,3,238.08,234.78
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2010,4,232.04,231.79
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2011,1,224.95,227.52
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2011,2,225.41,225.06
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2011,3,230.37,226.86
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2011,4,219.52,219.43
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2012,1,220.00,222.54
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2012,2,218.38,218.05
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2012,3,226.10,222.57
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2012,4,222.26,222.22
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2013,1,221.54,224.07
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2013,2,228.52,228.18
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2013,3,230.00,226.44
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2013,4,230.18,230.19
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2014,1,227.32,229.78
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2014,2,234.02,233.58
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2014,3,237.47,234.11
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2014,4,235.88,235.82
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2015,1,237.21,239.55
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2015,2,240.87,240.34
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2015,3,248.38,245.30
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2015,4,247.57,247.47
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2016,1,244.02,245.94
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2016,2,251.89,251.50
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2016,3,257.01,254.19
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2016,4,258.19,258.11
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2017,1,260.73,262.08
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2017,2,264.25,264.12
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2017,3,271.74,269.20
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2017,4,268.31,268.22
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2018,1,276.00,276.73
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2018,2,278.90,278.92
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2018,3,281.01,278.88
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2018,4,281.28,281.25
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2019,1,280.68,280.92
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2019,2,283.15,282.89
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2019,3,288.89,287.37
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2019,4,289.47,289.53
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2020,1,293.77,293.73
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2020,2,292.14,291.39
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2020,3,303.17,302.12
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2020,4,316.49,316.74
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2021,1,325.43,325.45
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2021,2,334.55,332.74
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2021,3,341.44,340.94
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2021,4,345.89,346.27
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2022,1,363.04,363.34
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2022,2,378.37,375.40
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2022,3,372.34,372.13
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2022,4,370.50,371.18
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2023,1,373.99,374.64
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2023,2,384.63,380.69
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2023,3,392.66,392.79
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2023,4,405.33,406.21
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2024,1,408.63,409.60
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2024,2,428.30,423.46
35614,"New York-Jersey City-White Plains, NY-NJ  (MSAD)",2024,3,427.85,428.04
35840,"North Port-Sarasota-Bradenton, FL",1991,1,100.00,100.00
35840,"North Port-Sarasota-Bradenton, FL",1991,2,99.63,100.05
35840,"North Port-Sarasota-Bradenton, FL",1991,3,99.48,99.70
35840,"North Port-Sarasota-Bradenton, FL",1991,4,102.17,102.30
35840,"North Port-Sarasota-Bradenton, FL",1992,1,101.98,101.96
35840,"North Port-Sarasota-Bradenton, FL",1992,2,103.05,103.51
35840,"North Port-Sarasota-Bradenton, FL",1992,3,104.16,104.36
35840,"North Port-Sarasota-Bradenton, FL",1992,4,103.61,103.73
35840,"North Port-Sarasota-Bradenton, FL",1993,1,104.68,104.69
35840,"North Port-Sarasota-Bradenton, FL",1993,2,103.91,104.38
35840,"North Port-Sarasota-Bradenton, FL",1993,3,104.90,105.05
35840,"North Port-Sarasota-Bradenton, FL",1993,4,105.94,106.11
35840,"North Port-Sarasota-Bradenton, FL",1994,1,106.41,106.42
35840,"North Port-Sarasota-Bradenton, FL",1994,2,107.01,107.54
35840,"North Port-Sarasota-Bradenton, FL",1994,3,108.11,108.17
35840,"North Port-Sarasota-Bradenton, FL",1994,4,109.02,109.21
35840,"North Port-Sarasota-Bradenton, FL",1995,1,110.79,110.91
35840,"North Port-Sarasota-Bradenton, FL",1995,2,110.15,110.60
35840,"North Port-Sarasota-Bradenton, FL",1995,3,112.64,112.64
35840,"North Port-Sarasota-Bradenton, FL",1995,4,113.70,113.99
35840,"North Port-Sarasota-Bradenton, FL",1996,1,112.49,112.68
35840,"North Port-Sarasota-Bradenton, FL",1996,2,114.77,115.16
35840,"North Port-Sarasota-Bradenton, FL",1996,3,114.25,114.20
35840,"North Port-Sarasota-Bradenton, FL",1996,4,114.18,114.52
35840,"North Port-Sarasota-Bradenton, FL",1997,1,115.45,115.76
35840,"North Port-Sarasota-Bradenton, FL",1997,2,116.27,116.49
35840,"North Port-Sarasota-Bradenton, FL",1997,3,119.18,119.11
35840,"North Port-Sarasota-Bradenton, FL",1997,4,119.03,119.48
35840,"North Port-Sarasota-Bradenton, FL",1998,1,119.60,119.93
35840,"North Port-Sarasota-Bradenton, FL",1998,2,122.51,122.68
35840,"North Port-Sarasota-Bradenton, FL",1998,3,123.35,123.23
35840,"North Port-Sarasota-Bradenton, FL",1998,4,125.21,125.78
35840,"North Port-Sarasota-Bradenton, FL",1999,1,128.22,128.61
35840,"North Port-Sarasota-Bradenton, FL",1999,2,130.19,130.29
35840,"North Port-Sarasota-Bradenton, FL",1999,3,132.12,131.97
35840,"North Port-Sarasota-Bradenton, FL",1999,4,133.37,134.10
35840,"North Port-Sarasota-Bradenton, FL",2000,1,138.02,138.33
35840,"North Port-Sarasota-Bradenton, FL",2000,2,137.33,137.49
35840,"North Port-Sarasota-Bradenton, FL",2000,3,142.70,142.47
35840,"North Port-Sarasota-Bradenton, FL",2000,4,145.57,146.43
35840,"North Port-Sarasota-Bradenton, FL",2001,1,149.10,149.37
35840,"North Port-Sarasota-Bradenton, FL",2001,2,153.33,153.61
35840,"North Port-Sarasota-Bradenton, FL",2001,3,158.50,158.20
35840,"North Port-Sarasota-Bradenton, FL",2001,4,161.26,162.11
35840,"North Port-Sarasota-Bradenton, FL",2002,1,167.69,168.12
35840,"North Port-Sarasota-Bradenton, FL",2002,2,173.48,173.93
35840,"North Port-Sarasota-Bradenton, FL",2002,3,178.97,178.40
35840,"North Port-Sarasota-Bradenton, FL",2002,4,181.60,182.41
35840,"North Port-Sarasota-Bradenton, FL",2003,1,189.97,190.81
35840,"North Port-Sarasota-Bradenton, FL",2003,2,194.38,194.85
35840,"North Port-Sarasota-Bradenton, FL",2003,3,198.41,197.63
35840,"North Port-Sarasota-Bradenton, FL",2003,4,211.43,212.13
35840,"North Port-Sarasota-Bradenton, FL",2004,1,217.21,218.77
35840,"North Port-Sarasota-Bradenton, FL",2004,2,226.62,226.88
35840,"North Port-Sarasota-Bradenton, FL",2004,3,243.72,242.70
35840,"North Port-Sarasota-Bradenton, FL",2004,4,261.69,262.28
35840,"North Port-Sarasota-Bradenton, FL",2005,1,276.10,278.87
35840,"North Port-Sarasota-Bradenton, FL",2005,2,306.58,306.35
35840,"North Port-Sarasota-Bradenton, FL",2005,3,331.54,330.15
35840,"North Port-Sarasota-Bradenton, FL",2005,4,334.49,335.07
35840,"North Port-Sarasota-Bradenton, FL",2006,1,336.19,340.44
35840,"North Port-Sarasota-Bradenton, FL",2006,2,337.87,336.93
35840,"North Port-Sarasota-Bradenton, FL",2006,3,328.80,327.16
35840,"North Port-Sarasota-Bradenton, FL",2006,4,322.74,323.79
35840,"North Port-Sarasota-Bradenton, FL",2007,1,307.56,311.74
35840,"North Port-Sarasota-Bradenton, FL",2007,2,299.55,298.02
35840,"North Port-Sarasota-Bradenton, FL",2007,3,277.73,276.29
35840,"North Port-Sarasota-Bradenton, FL",2007,4,261.96,263.58
35840,"North Port-Sarasota-Bradenton, FL",2008,1,229.48,232.35
35840,"North Port-Sarasota-Bradenton, FL",2008,2,214.10,212.70
35840,"North Port-Sarasota-Bradenton, FL",2008,3,197.84,196.69
35840,"North Port-Sarasota-Bradenton, FL",2008,4,182.29,184.09
35840,"North Port-Sarasota-Bradenton, FL",2009,1,176.99,178.79
35840,"North Port-Sarasota-Bradenton, FL",2009,2,173.97,172.76
35840,"North Port-Sarasota-Bradenton, FL",2009,3,180.92,179.70
35840,"North Port-Sarasota-Bradenton, FL",2009,4,173.95,176.33
35840,"North Port-Sarasota-Bradenton, FL",2010,1,171.14,172.39
35840,"North Port-Sarasota-Bradenton, FL",2010,2,169.83,168.80
35840,"North Port-Sarasota-Bradenton, FL",2010,3,162.46,161.13
35840,"North Port-Sarasota-Bradenton, FL",2010,4,157.95,160.53
35840,"North Port-Sarasota-Bradenton, FL",2011,1,162.40,163.27
35840,"North Port-Sarasota-Bradenton, FL",2011,2,164.53,163.57
35840,"North Port-Sarasota-Bradenton, FL",2011,3,166.89,165.61
35840,"North Port-Sarasota-Bradenton, FL",2011,4,162.45,165.15
35840,"North Port-Sarasota-Bradenton, FL",2012,1,168.03,168.69
35840,"North Port-Sarasota-Bradenton, FL",2012,2,172.84,171.95
35840,"North Port-Sarasota-Bradenton, FL",2012,3,180.06,178.95
35840,"North Port-Sarasota-Bradenton, FL",2012,4,176.49,179.09
35840,"North Port-Sarasota-Bradenton, FL",2013,1,185.25,185.96
35840,"North Port-Sarasota-Bradenton, FL",2013,2,193.92,192.92
35840,"North Port-Sarasota-Bradenton, FL",2013,3,203.41,202.64
35840,"North Port-Sarasota-Bradenton, FL",2013,4,206.88,209.41
35840,"North Port-Sarasota-Bradenton, FL",2014,1,208.69,209.47
35840,"North Port-Sarasota-Bradenton, FL",2014,2,213.66,212.63
35840,"North Port-Sarasota-Bradenton, FL",2014,3,213.46,213.09
35840,"North Port-Sarasota-Bradenton, FL",2014,4,221.23,223.41
35840,"North Port-Sarasota-Bradenton, FL",2015,1,230.30,231.25
35840,"North Port-Sarasota-Bradenton, FL",2015,2,239.71,238.38
35840,"North Port-Sarasota-Bradenton, FL",2015,3,246.87,247.09
35840,"North Port-Sarasota-Bradenton, FL",2015,4,253.76,255.78
35840,"North Port-Sarasota-Bradenton, FL",2016,1,261.91,262.93
35840,"North Port-Sarasota-Bradenton, FL",2016,2,272.30,270.77
35840,"North Port-Sarasota-Bradenton, FL",2016,3,274.79,275.41
35840,"North Port-Sarasota-Bradenton, FL",2016,4,278.85,280.81
35840,"North Port-Sarasota-Bradenton, FL",2017,1,285.42,286.53
35840,"North Port-Sarasota-Bradenton, FL",2017,2,293.23,291.51
35840,"North Port-Sarasota-Bradenton, FL",2017,3,295.74,296.62
35840,"North Port-Sarasota-Bradenton, FL",2017,4,294.27,296.21
35840,"North Port-Sarasota-Bradenton, FL",2018,1,303.10,304.32
35840,"North Port-Sarasota-Bradenton, FL",2018,2,309.05,307.19
35840,"North Port-Sarasota-Bradenton, FL",2018,3,309.91,310.87
35840,"North Port-Sarasota-Bradenton, FL",2018,4,315.99,318.00
35840,"North Port-Sarasota-Bradenton, FL",2019,1,320.90,322.46
35840,"North Port-Sarasota-Bradenton, FL",2019,2,318.62,316.34
35840,"North Port-Sarasota-Bradenton, FL",2019,3,326.80,328.00
35840,"North Port-Sarasota-Bradenton, FL",2019,4,329.64,331.65
35840,"North Port-Sarasota-Bradenton, FL",2020,1,333.68,335.53
35840,"North Port-Sarasota-Bradenton, FL",2020,2,346.52,343.77
35840,"North Port-Sarasota-Bradenton, FL",2020,3,353.15,354.55
35840,"North Port-Sarasota-Bradenton, FL",2020,4,369.92,372.06
35840,"North Port-Sarasota-Bradenton, FL",2021,1,390.74,393.41
35840,"North Port-Sarasota-Bradenton, FL",2021,2,422.48,418.41
35840,"North Port-Sarasota-Bradenton, FL",2021,3,446.09,448.32
35840,"North Port-Sarasota-Bradenton, FL",2021,4,480.90,483.48
35840,"North Port-Sarasota-Bradenton, FL",2022,1,517.38,521.24
35840,"North Port-Sarasota-Bradenton, FL",2022,2,562.39,556.59
35840,"North Port-Sarasota-Bradenton, FL",2022,3,568.72,571.82
35840,"North Port-Sarasota-Bradenton, FL",2022,4,569.24,572.06
35840,"North Port-Sarasota-Bradenton, FL",2023,1,573.71,578.32
35840,"North Port-Sarasota-Bradenton, FL",2023,2,562.89,556.74
35840,"North Port-Sarasota-Bradenton, FL",2023,3,596.59,600.16
35840,"North Port-Sarasota-Bradenton, FL",2023,4,592.50,595.23
35840,"North Port-Sarasota-Bradenton, FL",2024,1,576.81,581.31
35840,"North Port-Sarasota-Bradenton, FL",2024,2,597.25,591.07
35840,"North Port-Sarasota-Bradenton, FL",2024,3,558.69,561.94
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1991,1,100.00,100.00
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1991,2,100.05,99.24
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1991,3,99.58,98.89
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1991,4,99.88,99.52
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1992,1,99.79,99.80
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1992,2,99.09,98.28
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1992,3,99.19,98.45
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1992,4,98.07,97.79
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1993,1,96.04,96.06
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1993,2,96.15,95.35
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1993,3,94.92,94.12
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1993,4,94.08,93.90
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1994,1,93.18,93.25
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1994,2,93.68,92.83
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1994,3,93.62,92.74
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1994,4,91.61,91.55
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1995,1,91.30,91.43
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1995,2,91.91,90.99
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1995,3,91.08,90.14
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1995,4,89.55,89.64
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1996,1,90.19,90.35
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1996,2,89.77,88.77
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1996,3,91.05,90.07
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1996,4,91.13,91.38
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1997,1,90.56,90.68
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1997,2,94.32,93.15
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1997,3,95.93,94.93
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1997,4,96.54,96.89
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1998,1,99.67,99.77
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1998,2,105.33,103.86
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1998,3,107.74,106.77
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1998,4,108.81,109.26
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1999,1,113.06,113.15
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1999,2,118.06,116.27
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1999,3,122.75,121.81
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",1999,4,126.71,127.24
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2000,1,134.36,134.37
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2000,2,144.27,142.04
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2000,3,150.65,149.63
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2000,4,159.39,159.96
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2001,1,167.57,167.59
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2001,2,174.51,171.92
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2001,3,172.61,171.36
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2001,4,174.26,174.75
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2002,1,179.29,179.48
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2002,2,190.64,187.92
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2002,3,197.73,196.11
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2002,4,200.34,200.66
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2003,1,205.26,205.89
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2003,2,208.65,205.83
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2003,3,213.33,211.13
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2003,4,221.28,221.57
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2004,1,227.96,229.01
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2004,2,245.14,242.03
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2004,3,260.95,257.79
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2004,4,266.40,266.52
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2005,1,281.97,283.87
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2005,2,304.61,300.85
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2005,3,308.73,304.50
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2005,4,307.69,307.63
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2006,1,299.05,301.74
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2006,2,297.11,293.27
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2006,3,296.42,292.24
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2006,4,288.24,287.70
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2007,1,291.70,295.18
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2007,2,282.58,278.70
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2007,3,268.37,264.39
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2007,4,245.00,244.34
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2008,1,220.99,224.17
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2008,2,208.14,205.06
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2008,3,188.85,185.92
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2008,4,175.85,175.36
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2009,1,160.39,163.03
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2009,2,167.44,164.71
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2009,3,173.14,170.31
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2009,4,176.67,176.43
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2010,1,174.07,177.09
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2010,2,180.73,177.45
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2010,3,176.47,173.51
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2010,4,167.76,167.94
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2011,1,161.18,163.86
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2011,2,165.30,161.99
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2011,3,164.61,161.92
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2011,4,161.26,161.94
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2012,1,163.19,165.49
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2012,2,172.99,169.34
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2012,3,179.27,176.55
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2012,4,186.38,187.65
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2013,1,197.97,200.05
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2013,2,218.44,213.75
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2013,3,226.86,223.89
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2013,4,225.89,227.72
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2014,1,233.42,235.03
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2014,2,246.83,241.73
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2014,3,248.96,246.15
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2014,4,251.56,253.62
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2015,1,261.91,262.99
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2015,2,273.68,268.34
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2015,3,277.87,275.08
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2015,4,282.78,285.07
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2016,1,288.78,289.36
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2016,2,298.95,293.47
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2016,3,302.61,299.79
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2016,4,303.12,305.57
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2017,1,312.50,312.64
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2017,2,323.73,318.08
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2017,3,326.88,323.83
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2017,4,338.19,341.18
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2018,1,341.46,341.29
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2018,2,353.11,346.92
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2018,3,353.49,350.03
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2018,4,347.09,350.86
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2019,1,353.07,352.63
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2019,2,363.54,356.66
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2019,3,362.41,358.87
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2019,4,360.34,365.11
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2020,1,372.82,372.20
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2020,2,372.17,364.31
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2020,3,394.41,390.78
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2020,4,403.30,409.46
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2021,1,428.63,427.67
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2021,2,459.15,448.73
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2021,3,469.13,465.10
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2021,4,464.06,471.58
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2022,1,488.44,487.35
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2022,2,497.40,485.67
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2022,3,461.03,457.12
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2022,4,452.37,459.98
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2023,1,456.74,455.63
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2023,2,477.17,465.81
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2023,3,476.48,472.56
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2023,4,466.72,474.38
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2024,1,472.22,471.25
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2024,2,476.14,464.83
36084,"Oakland-Berkeley-Livermore, CA  (MSAD)",2024,3,473.41,469.49
36420,"Oklahoma City, OK",1991,1,100.00,100.00
36420,"Oklahoma City, OK",1991,2,101.05,100.37
36420,"Oklahoma City, OK",1991,3,103.43,102.49
36420,"Oklahoma City, OK",1991,4,102.93,102.20
36420,"Oklahoma City, OK",1992,1,103.88,103.97
36420,"Oklahoma City, OK",1992,2,103.66,102.89
36420,"Oklahoma City, OK",1992,3,103.95,103.03
36420,"Oklahoma City, OK",1992,4,106.33,105.59
36420,"Oklahoma City, OK",1993,1,105.52,105.71
36420,"Oklahoma City, OK",1993,2,108.92,107.94
36420,"Oklahoma City, OK",1993,3,111.35,110.42
36420,"Oklahoma City, OK",1993,4,112.17,111.36
36420,"Oklahoma City, OK",1994,1,112.91,113.27
36420,"Oklahoma City, OK",1994,2,116.49,115.28
36420,"Oklahoma City, OK",1994,3,116.01,115.02
36420,"Oklahoma City, OK",1994,4,117.63,116.87
36420,"Oklahoma City, OK",1995,1,115.66,116.09
36420,"Oklahoma City, OK",1995,2,119.82,118.43
36420,"Oklahoma City, OK",1995,3,120.47,119.48
36420,"Oklahoma City, OK",1995,4,120.25,119.50
36420,"Oklahoma City, OK",1996,1,121.29,121.76
36420,"Oklahoma City, OK",1996,2,123.57,122.14
36420,"Oklahoma City, OK",1996,3,123.94,122.84
36420,"Oklahoma City, OK",1996,4,124.47,123.81
