cbsa,metro_name,yr,qtr,index_nsa,index_sa
10420,"Akron, OH",1991,1,100.00,100.00
10420,"Akron, OH",1991,2,102.33,101.09
10420,"Akron, OH",1991,3,102.19,101.43
10420,"Akron, OH",1991,4,103.11,103.12
10420,"Akron, OH",1992,1,104.55,104.53
10420,"Akron, OH",1992,2,106.81,105.53
10420,"Akron, OH",1992,3,108.25,107.42
10420,"Akron, OH",1992,4,108.69,108.75
10420,"Akron, OH",1993,1,110.06,109.95
10420,"Akron, OH",1993,2,112.55,111.30
10420,"Akron, OH",1993,3,113.76,112.80
10420,"Akron, OH",1993,4,114.23,114.40
10420,"Akron, OH",1994,1,114.32,114.08
10420,"Akron, OH",1994,2,119.58,118.38
10420,"Akron, OH",1994,3,120.05,118.97
10420,"Akron, OH",1994,4,119.87,120.06
10420,"Akron, OH",1995,1,122.11,121.77
10420,"Akron, OH",1995,2,123.86,122.72
10420,"Akron, OH",1995,3,125.30,124.17
10420,"Akron, OH",1995,4,124.69,124.85
10420,"Akron, OH",1996,1,128.66,128.26
10420,"Akron, OH",1996,2,128.82,127.70
10420,"Akron, OH",1996,3,132.19,131.07
10420,"Akron, OH",1996,4,131.21,131.20
10420,"Akron, OH",1997,1,132.11,131.80
10420,"Akron, OH",1997,2,133.05,131.91
10420,"Akron, OH",1997,3,133.86,132.75
10420,"Akron, OH",1997,4,136.04,135.84
10420,"Akron, OH",1998,1,136.46,136.36
10420,"Akron, OH",1998,2,139.61,138.35
10420,"Akron, OH",1998,3,139.99,138.89
10420,"Akron, OH",1998,4,140.56,140.10
10420,"Akron, OH",1999,1,142.99,143.23
10420,"Akron, OH",1999,2,145.84,144.34
10420,"Akron, OH",1999,3,146.46,145.32
10420,"Akron, OH",1999,4,147.53,146.95
10420,"Akron, OH",2000,1,145.96,146.41
10420,"Akron, OH",2000,2,150.21,148.58
10420,"Akron, OH",2000,3,152.08,150.83
10420,"Akron, OH",2000,4,152.28,151.70
10420,"Akron, OH",2001,1,152.01,152.53
10420,"Akron, OH",2001,2,156.49,154.82
10420,"Akron, OH",2001,3,155.65,154.20
10420,"Akron, OH",2001,4,159.14,158.74
10420,"Akron, OH",2002,1,156.55,156.99
10420,"Akron, OH",2002,2,159.90,158.23
10420,"Akron, OH",2002,3,160.28,158.67
10420,"Akron, OH",2002,4,160.99,160.76
10420,"Akron, OH",2003,1,162.65,163.00
10420,"Akron, OH",2003,2,165.00,163.29
10420,"Akron, OH",2003,3,167.30,165.51
10420,"Akron, OH",2003,4,165.82,165.81
10420,"Akron, OH",2004,1,166.76,167.05
10420,"Akron, OH",2004,2,167.98,166.21
10420,"Akron, OH",2004,3,169.66,167.72
10420,"Akron, OH",2004,4,168.70,168.84
10420,"Akron, OH",2005,1,170.55,170.92
10420,"Akron, OH",2005,2,174.89,173.02
10420,"Akron, OH",2005,3,174.26,172.06
10420,"Akron, OH",2005,4,170.89,171.03
10420,"Akron, OH",2006,1,175.80,176.64
10420,"Akron, OH",2006,2,175.09,172.96
10420,"Akron, OH",2006,3,175.77,173.43
10420,"Akron, OH",2006,4,172.51,172.36
10420,"Akron, OH",2007,1,170.97,172.55
10420,"Akron, OH",2007,2,173.31,170.86
10420,"Akron, OH",2007,3,170.66,168.39
10420,"Akron, OH",2007,4,166.34,165.69
10420,"Akron, OH",2008,1,163.91,166.26
10420,"Akron, OH",2008,2,163.40,160.80
10420,"Akron, OH",2008,3,159.97,157.82
10420,"Akron, OH",2008,4,153.18,152.19
10420,"Akron, OH",2009,1,145.22,147.85
10420,"Akron, OH",2009,2,154.43,151.76
10420,"Akron, OH",2009,3,155.09,153.13
10420,"Akron, OH",2009,4,156.37,155.07
10420,"Akron, OH",2010,1,148.21,151.10
10420,"Akron, OH",2010,2,154.85,152.12
10420,"Akron, OH",2010,3,150.16,148.40
10420,"Akron, OH",2010,4,149.92,148.60
10420,"Akron, OH",2011,1,141.91,144.54
10420,"Akron, OH",2011,2,143.67,141.16
10420,"Akron, OH",2011,3,145.34,143.73
10420,"Akron, OH",2011,4,140.80,139.76
10420,"Akron, OH",2012,1,138.69,140.82
10420,"Akron, OH",2012,2,146.72,144.33
10420,"Akron, OH",2012,3,145.09,143.45
10420,"Akron, OH",2012,4,151.07,150.33
10420,"Akron, OH",2013,1,154.09,155.99
10420,"Akron, OH",2013,2,154.54,152.03
10420,"Akron, OH",2013,3,155.27,153.54
10420,"Akron, OH",2013,4,153.82,153.46
10420,"Akron, OH",2014,1,151.49,152.96
10420,"Akron, OH",2014,2,156.70,154.20
10420,"Akron, OH",2014,3,159.48,157.69
10420,"Akron, OH",2014,4,155.23,155.06
10420,"Akron, OH",2015,1,156.52,157.93
10420,"Akron, OH",2015,2,163.71,161.04
10420,"Akron, OH",2015,3,162.51,160.63
10420,"Akron, OH",2015,4,165.64,165.61
10420,"Akron, OH",2016,1,161.71,163.15
10420,"Akron, OH",2016,2,170.89,168.12
10420,"Akron, OH",2016,3,169.74,167.65
10420,"Akron, OH",2016,4,168.61,168.64
10420,"Akron, OH",2017,1,170.84,172.44
10420,"Akron, OH",2017,2,176.11,173.25
10420,"Akron, OH",2017,3,179.39,177.04
10420,"Akron, OH",2017,4,180.57,180.74
10420,"Akron, OH",2018,1,181.05,182.65
10420,"Akron, OH",2018,2,186.55,183.71
10420,"Akron, OH",2018,3,189.51,186.75
10420,"Akron, OH",2018,4,188.43,188.81
10420,"Akron, OH",2019,1,188.44,190.00
10420,"Akron, OH",2019,2,198.03,195.20
10420,"Akron, OH",2019,3,199.69,196.43
10420,"Akron, OH",2019,4,197.90,198.63
10420,"Akron, OH",2020,1,201.43,202.99
10420,"Akron, OH",2020,2,209.19,206.24
10420,"Akron, OH",2020,3,218.22,214.41
10420,"Akron, OH",2020,4,221.53,222.62
10420,"Akron, OH",2021,1,228.08,229.87
10420,"Akron, OH",2021,2,241.57,238.02
10420,"Akron, OH",2021,3,252.65,248.16
10420,"Akron, OH",2021,4,252.41,253.80
10420,"Akron, OH",2022,1,263.58,265.75
10420,"Akron, OH",2022,2,275.70,271.52
10420,"Akron, OH",2022,3,275.00,270.00
10420,"Akron, OH",2022,4,273.16,274.79
10420,"Akron, OH",2023,1,277.28,279.73
10420,"Akron, OH",2023,2,287.95,283.33
10420,"Akron, OH",2023,3,302.50,297.10
10420,"Akron, OH",2023,4,299.35,301.05
10420,"Akron, OH",2024,1,300.42,303.28
10420,"Akron, OH",2024,2,318.62,313.36
10420,"Akron, OH",2024,3,321.11,315.37
10580,"Albany-Schenectady-Troy, NY",1991,1,100.00,100.00
10580,"Albany-Schenectady-Troy, NY",1991,2,100.01,100.47
10580,"Albany-Schenectady-Troy, NY",1991,3,100.21,100.46
10580,"Albany-Schenectady-Troy, NY",1991,4,99.92,98.90
10580,"Albany-Schenectady-Troy, NY",1992,1,103.29,103.36
10580,"Albany-Schenectady-Troy, NY",1992,2,100.75,101.16
10580,"Albany-Schenectady-Troy, NY",1992,3,101.15,101.39
10580,"Albany-Schenectady-Troy, NY",1992,4,103.53,102.46
10580,"Albany-Schenectady-Troy, NY",1993,1,101.81,102.04
10580,"Albany-Schenectady-Troy, NY",1993,2,99.80,100.05
10580,"Albany-Schenectady-Troy, NY",1993,3,100.01,100.19
10580,"Albany-Schenectady-Troy, NY",1993,4,99.28,98.35
10580,"Albany-Schenectady-Troy, NY",1994,1,97.84,98.22
10580,"Albany-Schenectady-Troy, NY",1994,2,98.18,98.21
10580,"Albany-Schenectady-Troy, NY",1994,3,97.17,97.25
10580,"Albany-Schenectady-Troy, NY",1994,4,98.75,98.01
10580,"Albany-Schenectady-Troy, NY",1995,1,95.99,96.50
10580,"Albany-Schenectady-Troy, NY",1995,2,95.19,94.99
10580,"Albany-Schenectady-Troy, NY",1995,3,94.75,94.72
10580,"Albany-Schenectady-Troy, NY",1995,4,94.66,94.16
10580,"Albany-Schenectady-Troy, NY",1996,1,91.84,92.40
10580,"Albany-Schenectady-Troy, NY",1996,2,93.77,93.45
10580,"Albany-Schenectady-Troy, NY",1996,3,92.56,92.36
10580,"Albany-Schenectady-Troy, NY",1996,4,91.35,91.07
10580,"Albany-Schenectady-Troy, NY",1997,1,93.14,93.75
10580,"Albany-Schenectady-Troy, NY",1997,2,94.92,94.58
10580,"Albany-Schenectady-Troy, NY",1997,3,92.63,92.22
10580,"Albany-Schenectady-Troy, NY",1997,4,91.96,91.85
10580,"Albany-Schenectady-Troy, NY",1998,1,91.28,91.90
10580,"Albany-Schenectady-Troy, NY",1998,2,90.97,90.71
10580,"Albany-Schenectady-Troy, NY",1998,3,94.03,93.37
10580,"Albany-Schenectady-Troy, NY",1998,4,93.86,93.84
10580,"Albany-Schenectady-Troy, NY",1999,1,93.18,93.85
10580,"Albany-Schenectady-Troy, NY",1999,2,94.30,94.17
10580,"Albany-Schenectady-Troy, NY",1999,3,95.38,94.47
10580,"Albany-Schenectady-Troy, NY",1999,4,95.20,95.19
10580,"Albany-Schenectady-Troy, NY",2000,1,96.21,97.03
10580,"Albany-Schenectady-Troy, NY",2000,2,98.00,97.97
10580,"Albany-Schenectady-Troy, NY",2000,3,100.60,99.43
10580,"Albany-Schenectady-Troy, NY",2000,4,100.72,100.65
10580,"Albany-Schenectady-Troy, NY",2001,1,99.93,101.01
10580,"Albany-Schenectady-Troy, NY",2001,2,104.11,104.10
10580,"Albany-Schenectady-Troy, NY",2001,3,107.73,106.28
10580,"Albany-Schenectady-Troy, NY",2001,4,108.01,107.89
10580,"Albany-Schenectady-Troy, NY",2002,1,108.29,109.75
10580,"Albany-Schenectady-Troy, NY",2002,2,111.86,111.72
10580,"Albany-Schenectady-Troy, NY",2002,3,115.89,114.23
10580,"Albany-Schenectady-Troy, NY",2002,4,117.91,117.79
10580,"Albany-Schenectady-Troy, NY",2003,1,120.64,122.49
10580,"Albany-Schenectady-Troy, NY",2003,2,126.69,126.33
10580,"Albany-Schenectady-Troy, NY",2003,3,133.03,131.07
10580,"Albany-Schenectady-Troy, NY",2003,4,136.20,136.14
10580,"Albany-Schenectady-Troy, NY",2004,1,136.22,138.47
10580,"Albany-Schenectady-Troy, NY",2004,2,144.42,143.82
10580,"Albany-Schenectady-Troy, NY",2004,3,151.73,149.48
10580,"Albany-Schenectady-Troy, NY",2004,4,154.32,154.35
10580,"Albany-Schenectady-Troy, NY",2005,1,155.92,158.53
10580,"Albany-Schenectady-Troy, NY",2005,2,165.54,164.73
10580,"Albany-Schenectady-Troy, NY",2005,3,170.83,168.30
10580,"Albany-Schenectady-Troy, NY",2005,4,170.95,171.04
10580,"Albany-Schenectady-Troy, NY",2006,1,174.27,177.26
10580,"Albany-Schenectady-Troy, NY",2006,2,181.16,180.18
10580,"Albany-Schenectady-Troy, NY",2006,3,180.33,177.67
10580,"Albany-Schenectady-Troy, NY",2006,4,181.41,181.50
10580,"Albany-Schenectady-Troy, NY",2007,1,179.63,182.82
10580,"Albany-Schenectady-Troy, NY",2007,2,182.20,181.01
10580,"Albany-Schenectady-Troy, NY",2007,3,184.68,182.17
10580,"Albany-Schenectady-Troy, NY",2007,4,181.33,181.22
10580,"Albany-Schenectady-Troy, NY",2008,1,177.71,181.03
10580,"Albany-Schenectady-Troy, NY",2008,2,180.49,179.11
10580,"Albany-Schenectady-Troy, NY",2008,3,182.57,180.40
10580,"Albany-Schenectady-Troy, NY",2008,4,178.44,178.11
10580,"Albany-Schenectady-Troy, NY",2009,1,171.71,174.96
10580,"Albany-Schenectady-Troy, NY",2009,2,176.61,175.14
10580,"Albany-Schenectady-Troy, NY",2009,3,176.87,175.09
10580,"Albany-Schenectady-Troy, NY",2009,4,175.27,174.71
10580,"Albany-Schenectady-Troy, NY",2010,1,171.02,174.24
10580,"Albany-Schenectady-Troy, NY",2010,2,178.71,177.18
10580,"Albany-Schenectady-Troy, NY",2010,3,175.00,173.47
10580,"Albany-Schenectady-Troy, NY",2010,4,174.68,174.06
10580,"Albany-Schenectady-Troy, NY",2011,1,165.17,168.07
10580,"Albany-Schenectady-Troy, NY",2011,2,173.56,172.14
10580,"Albany-Schenectady-Troy, NY",2011,3,168.71,167.36
10580,"Albany-Schenectady-Troy, NY",2011,4,168.85,168.33
10580,"Albany-Schenectady-Troy, NY",2012,1,168.88,171.48
10580,"Albany-Schenectady-Troy, NY",2012,2,170.39,169.25
10580,"Albany-Schenectady-Troy, NY",2012,3,171.83,170.31
10580,"Albany-Schenectady-Troy, NY",2012,4,171.09,170.94
10580,"Albany-Schenectady-Troy, NY",2013,1,168.14,170.22
10580,"Albany-Schenectady-Troy, NY",2013,2,172.94,172.11
10580,"Albany-Schenectady-Troy, NY",2013,3,175.14,173.32
10580,"Albany-Schenectady-Troy, NY",2013,4,173.85,174.07
10580,"Albany-Schenectady-Troy, NY",2014,1,170.88,172.71
10580,"Albany-Schenectady-Troy, NY",2014,2,173.12,172.46
10580,"Albany-Schenectady-Troy, NY",2014,3,176.30,174.17
10580,"Albany-Schenectady-Troy, NY",2014,4,174.00,174.64
10580,"Albany-Schenectady-Troy, NY",2015,1,175.09,176.73
10580,"Albany-Schenectady-Troy, NY",2015,2,175.56,174.94
10580,"Albany-Schenectady-Troy, NY",2015,3,177.58,175.30
10580,"Albany-Schenectady-Troy, NY",2015,4,173.53,174.34
10580,"Albany-Schenectady-Troy, NY",2016,1,177.59,179.25
10580,"Albany-Schenectady-Troy, NY",2016,2,183.03,182.30
10580,"Albany-Schenectady-Troy, NY",2016,3,182.62,180.18
10580,"Albany-Schenectady-Troy, NY",2016,4,183.77,184.86
10580,"Albany-Schenectady-Troy, NY",2017,1,179.85,181.44
10580,"Albany-Schenectady-Troy, NY",2017,2,185.91,185.07
10580,"Albany-Schenectady-Troy, NY",2017,3,190.66,188.25
10580,"Albany-Schenectady-Troy, NY",2017,4,188.35,189.26
10580,"Albany-Schenectady-Troy, NY",2018,1,191.48,193.52
10580,"Albany-Schenectady-Troy, NY",2018,2,191.74,190.57
10580,"Albany-Schenectady-Troy, NY",2018,3,195.63,193.28
10580,"Albany-Schenectady-Troy, NY",2018,4,194.93,195.79
10580,"Albany-Schenectady-Troy, NY",2019,1,192.26,194.60
10580,"Albany-Schenectady-Troy, NY",2019,2,198.18,196.62
10580,"Albany-Schenectady-Troy, NY",2019,3,198.88,196.65
10580,"Albany-Schenectady-Troy, NY",2019,4,194.92,195.55
10580,"Albany-Schenectady-Troy, NY",2020,1,198.27,201.23
10580,"Albany-Schenectady-Troy, NY",2020,2,205.83,203.80
10580,"Albany-Schenectady-Troy, NY",2020,3,212.47,210.06
10580,"Albany-Schenectady-Troy, NY",2020,4,222.35,223.01
10580,"Albany-Schenectady-Troy, NY",2021,1,223.85,227.67
10580,"Albany-Schenectady-Troy, NY",2021,2,241.55,238.88
10580,"Albany-Schenectady-Troy, NY",2021,3,248.32,245.47
10580,"Albany-Schenectady-Troy, NY",2021,4,250.21,250.55
10580,"Albany-Schenectady-Troy, NY",2022,1,256.60,261.79
10580,"Albany-Schenectady-Troy, NY",2022,2,275.85,272.67
10580,"Albany-Schenectady-Troy, NY",2022,3,269.68,266.20
10580,"Albany-Schenectady-Troy, NY",2022,4,267.39,267.61
10580,"Albany-Schenectady-Troy, NY",2023,1,268.92,274.78
10580,"Albany-Schenectady-Troy, NY",2023,2,289.08,285.99
10580,"Albany-Schenectady-Troy, NY",2023,3,301.81,297.46
10580,"Albany-Schenectady-Troy, NY",2023,4,306.01,306.02
10580,"Albany-Schenectady-Troy, NY",2024,1,298.48,305.37
10580,"Albany-Schenectady-Troy, NY",2024,2,310.98,307.94
10580,"Albany-Schenectady-Troy, NY",2024,3,322.16,317.04
10740,"Albuquerque, NM",1991,1,100.00,100.00
10740,"Albuquerque, NM",1991,2,101.28,100.80
10740,"Albuquerque, NM",1991,3,101.33,101.33
10740,"Albuquerque, NM",1991,4,102.80,102.87
10740,"Albuquerque, NM",1992,1,105.82,105.84
10740,"Albuquerque, NM",1992,2,106.72,106.24
10740,"Albuquerque, NM",1992,3,107.50,107.42
10740,"Albuquerque, NM",1992,4,109.91,110.01
10740,"Albuquerque, NM",1993,1,111.38,111.48
10740,"Albuquerque, NM",1993,2,115.43,114.90
10740,"Albuquerque, NM",1993,3,118.20,117.98
10740,"Albuquerque, NM",1993,4,121.47,121.61
10740,"Albuquerque, NM",1994,1,125.70,125.96
10740,"Albuquerque, NM",1994,2,129.45,128.80
10740,"Albuquerque, NM",1994,3,133.22,132.87
10740,"Albuquerque, NM",1994,4,134.52,134.70
10740,"Albuquerque, NM",1995,1,135.48,135.88
10740,"Albuquerque, NM",1995,2,137.88,137.13
10740,"Albuquerque, NM",1995,3,139.52,139.10
10740,"Albuquerque, NM",1995,4,138.32,138.49
10740,"Albuquerque, NM",1996,1,138.94,139.43
10740,"Albuquerque, NM",1996,2,141.54,140.73
10740,"Albuquerque, NM",1996,3,140.14,139.76
10740,"Albuquerque, NM",1996,4,139.49,139.61
10740,"Albuquerque, NM",1997,1,139.16,139.65
10740,"Albuquerque, NM",1997,2,141.19,140.37
10740,"Albuquerque, NM",1997,3,139.06,138.79
10740,"Albuquerque, NM",1997,4,140.57,140.60
10740,"Albuquerque, NM",1998,1,139.50,139.97
10740,"Albuquerque, NM",1998,2,140.67,139.89
10740,"Albuquerque, NM",1998,3,141.03,140.83
10740,"Albuquerque, NM",1998,4,141.37,141.29
10740,"Albuquerque, NM",1999,1,141.93,142.37
10740,"Albuquerque, NM",1999,2,143.07,142.38
10740,"Albuquerque, NM",1999,3,142.42,142.19
10740,"Albuquerque, NM",1999,4,143.25,143.13
10740,"Albuquerque, NM",2000,1,142.25,142.69
10740,"Albuquerque, NM",2000,2,142.87,142.29
10740,"Albuquerque, NM",2000,3,143.40,143.06
10740,"Albuquerque, NM",2000,4,141.91,141.80
10740,"Albuquerque, NM",2001,1,144.80,145.29
10740,"Albuquerque, NM",2001,2,146.52,145.98
10740,"Albuquerque, NM",2001,3,147.50,146.99
10740,"Albuquerque, NM",2001,4,147.69,147.70
10740,"Albuquerque, NM",2002,1,147.88,148.38
10740,"Albuquerque, NM",2002,2,151.41,150.88
10740,"Albuquerque, NM",2002,3,154.15,153.42
10740,"Albuquerque, NM",2002,4,155.57,155.75
10740,"Albuquerque, NM",2003,1,155.41,155.95
10740,"Albuquerque, NM",2003,2,159.56,159.02
10740,"Albuquerque, NM",2003,3,161.80,160.82
10740,"Albuquerque, NM",2003,4,163.70,164.09
10740,"Albuquerque, NM",2004,1,167.27,167.85
10740,"Albuquerque, NM",2004,2,171.17,170.60
10740,"Albuquerque, NM",2004,3,175.64,174.36
10740,"Albuquerque, NM",2004,4,177.67,178.28
10740,"Albuquerque, NM",2005,1,184.92,185.57
10740,"Albuquerque, NM",2005,2,193.30,192.70
10740,"Albuquerque, NM",2005,3,203.01,201.28
10740,"Albuquerque, NM",2005,4,208.14,208.98
10740,"Albuquerque, NM",2006,1,216.57,217.50
10740,"Albuquerque, NM",2006,2,225.72,224.99
10740,"Albuquerque, NM",2006,3,232.22,230.07
10740,"Albuquerque, NM",2006,4,234.87,235.74
10740,"Albuquerque, NM",2007,1,237.11,238.43
10740,"Albuquerque, NM",2007,2,239.62,238.77
10740,"Albuquerque, NM",2007,3,240.60,238.37
10740,"Albuquerque, NM",2007,4,233.46,233.98
10740,"Albuquerque, NM",2008,1,231.38,233.11
10740,"Albuquerque, NM",2008,2,230.15,229.25
10740,"Albuquerque, NM",2008,3,228.75,226.59
10740,"Albuquerque, NM",2008,4,220.30,220.57
10740,"Albuquerque, NM",2009,1,212.73,214.69
10740,"Albuquerque, NM",2009,2,215.79,214.81
10740,"Albuquerque, NM",2009,3,214.27,212.12
10740,"Albuquerque, NM",2009,4,213.96,214.17
10740,"Albuquerque, NM",2010,1,209.74,212.09
10740,"Albuquerque, NM",2010,2,207.94,206.68
10740,"Albuquerque, NM",2010,3,204.49,202.31
10740,"Albuquerque, NM",2010,4,201.03,201.40
10740,"Albuquerque, NM",2011,1,193.94,196.42
10740,"Albuquerque, NM",2011,2,190.67,189.09
10740,"Albuquerque, NM",2011,3,193.79,191.68
10740,"Albuquerque, NM",2011,4,188.99,189.52
10740,"Albuquerque, NM",2012,1,188.79,191.48
10740,"Albuquerque, NM",2012,2,197.55,195.55
10740,"Albuquerque, NM",2012,3,199.03,196.74
10740,"Albuquerque, NM",2012,4,193.31,194.08
10740,"Albuquerque, NM",2013,1,195.10,198.13
10740,"Albuquerque, NM",2013,2,201.87,199.45
10740,"Albuquerque, NM",2013,3,200.51,198.24
10740,"Albuquerque, NM",2013,4,197.42,198.24
10740,"Albuquerque, NM",2014,1,196.31,199.56
10740,"Albuquerque, NM",2014,2,204.46,201.77
10740,"Albuquerque, NM",2014,3,204.47,202.33
10740,"Albuquerque, NM",2014,4,204.04,204.73
10740,"Albuquerque, NM",2015,1,202.42,205.80
10740,"Albuquerque, NM",2015,2,207.41,204.65
10740,"Albuquerque, NM",2015,3,212.01,210.06
10740,"Albuquerque, NM",2015,4,208.64,209.15
10740,"Albuquerque, NM",2016,1,205.22,208.38
10740,"Albuquerque, NM",2016,2,216.15,213.60
10740,"Albuquerque, NM",2016,3,216.83,214.92
10740,"Albuquerque, NM",2016,4,219.01,219.53
10740,"Albuquerque, NM",2017,1,216.86,219.75
10740,"Albuquerque, NM",2017,2,223.14,220.86
10740,"Albuquerque, NM",2017,3,225.14,223.18
10740,"Albuquerque, NM",2017,4,226.93,227.62
10740,"Albuquerque, NM",2018,1,227.47,229.90
10740,"Albuquerque, NM",2018,2,232.96,230.97
10740,"Albuquerque, NM",2018,3,235.52,233.43
10740,"Albuquerque, NM",2018,4,232.72,233.67
10740,"Albuquerque, NM",2019,1,237.50,239.54
10740,"Albuquerque, NM",2019,2,244.67,242.84
10740,"Albuquerque, NM",2019,3,249.26,247.00
10740,"Albuquerque, NM",2019,4,247.99,249.22
10740,"Albuquerque, NM",2020,1,255.60,257.49
10740,"Albuquerque, NM",2020,2,262.83,261.03
10740,"Albuquerque, NM",2020,3,272.16,269.53
10740,"Albuquerque, NM",2020,4,279.29,280.90
10740,"Albuquerque, NM",2021,1,289.72,291.77
10740,"Albuquerque, NM",2021,2,306.28,304.10
10740,"Albuquerque, NM",2021,3,319.63,316.60
10740,"Albuquerque, NM",2021,4,326.39,328.26
10740,"Albuquerque, NM",2022,1,338.40,340.92
10740,"Albuquerque, NM",2022,2,360.58,357.82
10740,"Albuquerque, NM",2022,3,361.08,357.77
10740,"Albuquerque, NM",2022,4,365.37,367.46
10740,"Albuquerque, NM",2023,1,365.40,368.21
10740,"Albuquerque, NM",2023,2,377.11,373.97
10740,"Albuquerque, NM",2023,3,386.18,382.85
10740,"Albuquerque, NM",2023,4,383.86,385.99
10740,"Albuquerque, NM",2024,1,391.75,394.83
10740,"Albuquerque, NM",2024,2,400.99,397.52
10740,"Albuquerque, NM",2024,3,399.99,396.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,1,100.00,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,2,100.17,99.74
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,3,102.08,101.37
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,4,99.79,100.13
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,1,102.00,102.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,2,101.85,101.40
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,3,101.27,100.54
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,4,99.53,99.83
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,1,99.43,99.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,2,100.35,99.82
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,3,99.76,99.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,4,101.42,101.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,1,99.69,100.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,2,100.72,100.13
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,3,100.36,99.63
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,4,98.61,98.78
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,1,97.85,98.28
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,2,98.21,97.61
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,3,98.45,97.69
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,4,97.58,97.76
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,1,96.95,97.37
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,2,99.52,98.95
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,3,99.79,98.96
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,4,97.46,97.68
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,1,99.65,100.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,2,98.59,98.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,3,99.62,98.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,4,98.85,99.09
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,1,99.78,100.13
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,2,100.45,99.95
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,3,101.50,100.69
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,4,100.91,101.08
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,1,102.06,102.41
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,2,104.49,104.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,3,105.45,104.68
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,4,105.40,105.45
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,1,107.08,107.50
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,2,108.38,107.90
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,3,111.17,110.39
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,4,113.14,113.05
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,1,113.89,114.43
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,2,116.65,116.17
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,3,117.86,117.01
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,4,119.54,119.33
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,1,120.70,121.40
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,2,124.60,124.12
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,3,128.00,126.98
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,4,131.08,130.83
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,1,133.74,134.61
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,2,138.84,138.33
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,3,143.50,142.20
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,4,145.46,145.26
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,1,148.25,149.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,2,154.06,153.41
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,3,160.84,159.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,4,165.71,165.63
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,1,165.68,166.86
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,2,174.77,174.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,3,182.53,180.71
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,4,186.93,186.84
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,1,190.52,192.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,2,196.22,195.24
